sorensen,unique1,unique2,comp,type
0.227770391,0.832897844,0.642398562,Species,ACS
0.065402148,0.964607079,0.570040092,Species,ACS
0.160449076,0.898168207,0.621913638,Species,ACS
0.15819143,0.880306366,0.766804461,Species,ACS
0.146526111,0.90174783,0.711944412,Species,ACS
0.156505239,0.890057471,0.728516397,Species,ACS
0.103489952,0.927529452,0.819064739,Species,ACS
0.027673727,0.985715798,0.558168317,Species,ACS
0.105539477,0.931288765,0.772551226,Species,ACS
0.032535416,0.977679851,0.940008063,Species,ACS
0.055195282,0.971139467,0.369318182,Species,ACS
0.053069135,0.972047846,0.47678772,Species,ACS
0.178401502,0.869977536,0.715884011,Species,ACS
0.14657659,0.902237081,0.7072528,Species,ACS
0.085950887,0.949499479,0.711593375,Species,ACS
0.057084668,0.969647354,0.521444339,Species,ACS
0.156076569,0.901727417,0.620988892,Species,ACS
0.178124372,0.878766817,0.664378063,Species,ACS
0.065254076,0.953989085,0.887835202,Species,ACS
0.183707384,0.872828011,0.669258778,Species,ACS
0.016813549,0.990799407,0.902563016,Species,ACS
0.029229081,0.983989749,0.832356021,Species,ACS
0.0585118,0.966379661,0.77463467,Species,ACS
0.134880542,0.919176263,0.592723241,Species,ACS
0.05813409,0.945703401,0.937444725,Species,ACS
0.13622951,0.913398602,0.68091378,Species,ACS
0.021102311,0.985739725,0.959434472,Species,ACS
0.08167246,0.954256515,0.619340879,Species,ACS
0.033725903,0.981879184,0.757071994,Species,ACS
0.034369874,0.981909748,0.656605923,Species,ACS
0.073421476,0.95981649,0.575219368,Species,ACS
0.010017493,0.994917793,0.653478854,Species,ACS
0.122602616,0.921459408,0.720716876,Species,ACS
0.056794501,0.97002592,0.460194524,Species,ACS
0.056801313,0.960289885,0.900278747,Species,ACS
0.159919635,0.900357599,0.595206175,Species,ACS
0.17416888,0.858049037,0.774694669,Species,ACS
0.16271702,0.887147814,0.708465731,Species,ACS
0.127333469,0.917768298,0.717994444,Species,ACS
0.013558365,0.992169973,0.94948713,Species,ACS
0.038792702,0.979635967,0.591820369,Species,ACS
0.047714349,0.974286998,0.669452301,Species,ACS
0.17779963,0.860872289,0.753753815,Species,ACS
0.042628539,0.977738459,0.49909991,Species,ACS
0.001599207,0.999149989,0.986516497,Species,ACS
0.041663961,0.977919091,0.631693078,Species,ACS
0.053582542,0.970488175,0.709375616,Species,ACS
0.062561337,0.966337777,0.557861553,Species,ACS
0.160510965,0.895098512,0.65840633,Species,ACS
0.064857589,0.957229128,0.865886927,Species,ACS
0.066893331,0.956148794,0.859034944,Species,ACS
0.145630137,0.9145799,0.506556525,Species,ACS
0.035711344,0.981237496,0.630563214,Species,ACS
0.155768523,0.904319955,0.581250821,Species,ACS
0.179521826,0.885806265,0.580476873,Species,ACS
0.041308364,0.975329537,0.873129339,Species,ACS
0.077887014,0.957079969,0.579668984,Species,ACS
0.037469648,0.980357941,0.594382487,Species,ACS
0.119785472,0.925568635,0.693375628,Species,ACS
0.029778429,0.984029337,0.780118408,Species,ACS
0.023312428,0.984509767,0.952906482,Species,ACS
0.060729243,0.967026475,0.616226283,Species,ACS
0.150835654,0.90414901,0.64621858,Species,ACS
0.039626262,0.979179756,0.59039937,Species,ACS
0.064741864,0.963577576,0.708989213,Species,ACS
0.185090392,0.863619773,0.71207195,Species,ACS
0.013659741,0.992509575,0.922551959,Species,ACS
0.100193101,0.941878821,0.637158197,Species,ACS
0.058490226,0.969169483,0.431285741,Species,ACS
0.04738509,0.974088781,0.723302008,Species,ACS
0.021427887,0.988927486,0.669157203,Species,ACS
0.095270025,0.947886521,0.445697266,Species,ACS
0.094714821,0.945448847,0.640882159,Species,ACS
0.150224365,0.89804726,0.714689503,Species,ACS
0.144506586,0.898758158,0.747657029,Species,ACS
0.03069279,0.983927131,0.660469047,Species,ACS
0.128531439,0.914999456,0.736548475,Species,ACS
0.043232761,0.977309023,0.543552605,Species,ACS
0.080908298,0.953838841,0.67278656,Species,ACS
0.1373625,0.893093755,0.807914835,Species,ACS
0.038208157,0.979768709,0.657118644,Species,ACS
0.152440904,0.901789933,0.659584055,Species,ACS
0.090771771,0.936958618,0.837943445,Species,ACS
0.104673488,0.931517929,0.778008299,Species,ACS
0.110616631,0.932737444,0.688798408,Species,ACS
0.156385604,0.901687725,0.617916829,Species,ACS
0.185243856,0.857944337,0.73383623,Species,ACS
0.121935908,0.921146574,0.73120463,Species,MCS
0.152094492,0.864299871,0.827005493,Species,MCS
0.021880897,0.980324762,0.975356483,Species,MCS
0.103665811,0.889938503,0.902027389,Species,MCS
0.106684493,0.893775019,0.892852003,Species,MCS
0.203193477,0.804215626,0.788814597,Species,MCS
0.04948627,0.972209924,0.77432662,Species,MCS
0.099837271,0.939988941,0.703176342,Species,MCS
0.097654794,0.919056738,0.876937805,Species,MCS
0.115881067,0.920982415,0.782781718,Species,MCS
0.091803142,0.898039806,0.916513592,Species,MCS
0.024616754,0.987250728,0.644081307,Species,MCS
0.162206802,0.798553191,0.864238336,Species,MCS
0.090134356,0.920408258,0.896103678,Species,MCS
0.006299434,0.99611702,0.983320745,Species,MCS
0.063869029,0.965534816,0.56508395,Species,MCS
0.139527522,0.913357706,0.64188284,Species,MCS
0.070609326,0.9590742,0.742957437,Species,MCS
0.00777763,0.996069489,0.633419689,Species,MCS
0.086084854,0.928355182,0.892184998,Species,MCS
0.059544704,0.96831922,0.505765318,Species,MCS
0.128972573,0.894927838,0.833052426,Species,MCS
0.058602559,0.966682393,0.756930079,Species,MCS
0.036627507,0.913804004,0.976745432,Species,MCS
0.067519954,0.958409969,0.820680867,Species,MCS
0.050945506,0.964534965,0.909591016,Species,MCS
0.122066097,0.911950458,0.801086991,Species,MCS
0.096245433,0.91571683,0.887835059,Species,MCS
0.012908398,0.991555058,0.9726206,Species,MCS
0.03472614,0.981479865,0.722084367,Species,MCS
0.030289223,0.983516748,0.813517915,Species,MCS
0.095989657,0.906573782,0.901302263,Species,MCS
0.18033099,0.854683649,0.762423982,Species,MCS
0.160555611,0.879306023,0.76026805,Species,MCS
0.011195841,0.989031922,0.988566736,Species,MCS
0.073328572,0.954848216,0.804953369,Species,MCS
0.018310418,0.990513308,0.73798768,Species,MCS
0.049162409,0.919491525,0.964614842,Species,MCS
0.05175114,0.950702654,0.945537992,Species,MCS
0.031342861,0.938189279,0.979005693,Species,MCS
0.060414862,0.925896934,0.949004878,Species,MCS
0.175087659,0.882395205,0.657510204,Species,MCS
0.065863769,0.946648936,0.913955845,Species,MCS
0.019570687,0.987726954,0.951724138,Species,MCS
0.034793725,0.98153767,0.698548656,Species,MCS
0.048064653,0.948269343,0.955116139,Species,MCS
0.046041134,0.905072209,0.969609568,Species,MCS
0.037191907,0.980168343,0.70155587,Species,MCS
0.197643128,0.807330017,0.797120193,Species,MCS
0.115658597,0.917279988,0.807814262,Species,MCS
0.029885279,0.97794161,0.953678733,Species,MCS
0.128535998,0.918560083,0.695201168,Species,MCS
0.037569095,0.980238055,0.62019613,Species,MCS
0.079062514,0.955709708,0.632099628,Species,MCS
0.004449764,0.997503265,0.979566353,Species,MCS
0,1,1,Species,MCS
0.012780573,0.993430233,0.766087845,Species,MCS
0.124698311,0.857732263,0.889008625,Species,MCS
0.12420107,0.82924824,0.902405375,Species,MCS
0.111244273,0.935534043,0.594549155,Species,MCS
0.145163254,0.802254197,0.885328914,Species,MCS
0.045625973,0.962341223,0.942131126,Species,MCS
0.174307766,0.846853391,0.797745563,Species,MCS
0.16000914,0.864771614,0.804090163,Species,MCS
0.159866474,0.897941767,0.631283787,Species,MCS
0.142373808,0.882032894,0.820485744,Species,MCS
0.014324395,0.972150971,0.990358106,Species,MCS
0.121364932,0.903123395,0.837578364,Species,MCS
0.034427946,0.979947654,0.878387892,Species,MCS
0.118947321,0.923956127,0.727064005,Species,MCS
0.011932333,0.993561616,0.918655098,Species,MCS
0.082634982,0.903150836,0.927940863,Species,MCS
0.037622552,0.96395463,0.96065593,Species,MCS
0.121678682,0.896081095,0.85323998,Species,MCS
0.061010055,0.966376734,0.671071127,Species,MCS
0.140559642,0.887138897,0.813724301,Species,MCS
0.045633275,0.975376101,0.689123813,Species,MCS
0.08516205,0.951943257,0.62629456,Species,MCS
0.163563953,0.858789858,0.805673885,Species,MCS
0.128326064,0.879146358,0.863216571,Species,MCS
0.041266395,0.978007249,0.66622807,Species,MCS
0.063154826,0.964908298,0.684685864,Species,MCS
0.12872971,0.891165582,0.84247402,Species,MCS
0.087089886,0.947831734,0.736567438,Species,MCS
0.199472636,0.812801136,0.786531193,Species,MCS
0.014926606,0.987021001,0.982438081,Species,MCS
0.168066509,0.817575779,0.844196054,Species,MCS
0.27043892,0.775444462,0.660111802,Species,MCS
0.117987845,0.91134144,0.823685145,Species,MCS
0.103544257,0.930153909,0.799928716,Species,MCS
0.003305347,0.998280085,0.957727426,Species,MCS
0.12924676,0.914934947,0.731079187,Species,MCS
0.092190207,0.924628113,0.881330033,Species,MCS
0.136935981,0.892363819,0.811846479,Species,MCS
0.021726597,0.933714462,0.987007389,Species,MCS
0.017117963,0.991179621,0.711192999,Species,MCS
0.107257674,0.882686434,0.901210381,Species,MCS
0.130931779,0.908510194,0.769847807,Species,MCS
0.130657318,0.920866107,0.625525281,Species,MCS
0.082592519,0.953292729,0.643535119,Species,MCS
