Volume,Species,System
4.958983244371086,Snook,MCS
3.217791348407785,Snook,MCS
1.100944068270806,Snook,MCS
3.3868959140616726,Snook,MCS
1.7278697056843926,Snook,MCS
2.9814526565500814,Snook,MCS
1.437037432254399,Snook,MCS
2.601767093337927,Snook,MCS
3.588626789082158,Snook,MCS
6.510391630749043,Snook,MCS
0.970991797601877,Snook,MCS
3.0863182749802647,Snook,MCS
3.0614846441974892,Snook,MCS
1.5102001454834915,Snook,MCS
3.771823754205694,Snook,MCS
3.640451960815304,Snook,MCS
1.1667015083074246,Snook,MCS
3.1893927529997117,Snook,MCS
3.982596811503912,Snook,MCS
2.726810231450116,Snook,MCS
1.6520174565498427,Snook,MCS
1.2196716947022475,Snook,MCS
1.7857940874436784,Snook,MCS
3.4379878107869253,Snook,MCS
2.0957048711977015,Snook,MCS
3.077180185636309,Snook,MCS
1.9626833921751516,Snook,MCS
4.924846661451117,Snook,MCS
4.134470283246596,Snook,MCS
36.20351835004779,Tarpon,ACS
8.590436566641594,Tarpon,ACS
30.8688946404372,Tarpon,ACS
10.198210238744188,Tarpon,ACS
53.77952647352378,Tarpon,ACS
8.702284854111834,Tarpon,ACS
33.447672903335175,Tarpon,ACS
10.220829127292424,Tarpon,ACS
7.0848867276721315,Tarpon,ACS
7.207230638262976,Tarpon,ACS
50.85739188609553,Tarpon,ACS
53.138496503642024,Tarpon,ACS
38.58957668390359,Tarpon,ACS
8.978126046249216,Tarpon,ACS
14.229675076990324,Tarpon,ACS
42.987933314203005,Tarpon,ACS
41.88216187629055,Tarpon,ACS
6.990177906013637,Tarpon,ACS
6.650547929129723,Tarpon,ACS
51.06377890142402,Tarpon,ACS
31.406063620031805,Tarpon,ACS
4.8354989878213,Tarpon,ACS
66.79941415491656,Tarpon,ACS
7.64158460514302,Tarpon,ACS
7.153197759420221,Tarpon,ACS
29.5256890876168,Tarpon,ACS
9.307375254968235,Tarpon,ACS
34.342915517050514,Tarpon,ACS
31.711672343603865,Tarpon,ACS
43.138756781987624,Tarpon,ACS
29.23385396886687,Tarpon,ACS
9.485003048637244,Tarpon,ACS
9.782825236260999,Tarpon,ACS
4.517928755985733,Tarpon,ACS
7.079031876773625,Tarpon,ACS
4.875304621885649,Tarpon,ACS
61.546541067407745,Tarpon,ACS
40.42405369871001,Tarpon,ACS
64.64045100711728,Tarpon,ACS
7.34643335462323,Tarpon,ACS
6.472409383575431,Tarpon,ACS
27.890154513918052,Tarpon,ACS
38.37095018958643,Tarpon,ACS
64.35521954100793,Tarpon,ACS
67.8614012597479,Tarpon,ACS
11.520260293378175,Tarpon,ACS
84.22246725960585,Tarpon,ACS
17.02599083067526,Tarpon,ACS
8.366652208152255,Tarpon,ACS
5.2461223680423865,Tarpon,ACS
76.09422399864667,Tarpon,ACS
29.17022031706778,Tarpon,ACS
10.596526465386521,Tarpon,ACS
10.963544001627175,Tarpon,ACS
39.719315010648536,Tarpon,ACS
26.023573923376873,Tarpon,ACS
85.43135619864056,Tarpon,ACS
11.967504527502609,Tarpon,ACS
58.76653586947871,Tarpon,ACS
63.74051630974609,Tarpon,ACS
44.64622266730516,Tarpon,ACS
53.06235163263413,Tarpon,ACS
10.245327915086717,Tarpon,ACS
46.753204351653466,Tarpon,ACS
30.871762344715513,Tarpon,ACS
24.852288440001715,Tarpon,ACS
30.736766443205134,Tarpon,ACS
42.37182897701169,Tarpon,ACS
6.503181694184002,Tarpon,ACS
3.8744340385929728,Tarpon,ACS
3.1637628930512434,Tarpon,ACS
6.42152874820065,Tarpon,ACS
50.77999331562218,Tarpon,ACS
38.33316173732365,Tarpon,ACS
35.741105888963354,Tarpon,ACS
8.624564599328622,Tarpon,ACS
10.300153558936799,Tarpon,ACS
56.836336649167784,Tarpon,ACS
30.80853883715816,Tarpon,ACS
45.41451304158354,Tarpon,ACS
32.67256404832139,Tarpon,ACS
55.302496773732756,Tarpon,ACS
7.171623636114356,Tarpon,ACS
48.85465012792264,Tarpon,ACS
30.18377536313723,Tarpon,ACS
5.779385220068756,Tarpon,ACS
11.648004745765437,Tarpon,ACS
39.07403253438821,Tarpon,ACS
29.833616405298187,Tarpon,ACS
46.19834635126542,Tarpon,ACS
63.94250088859126,Tarpon,ACS
5.893184041336561,Tarpon,ACS
5.968920524593298,Tarpon,ACS
59.67458426332448,Tarpon,ACS
43.84070947817357,Tarpon,ACS
39.61890909534253,Tarpon,ACS
36.19793240791683,Tarpon,ACS
6.819828250943306,Tarpon,ACS
23.475160139040778,Tarpon,ACS
30.960181771610102,Tarpon,ACS
0.9028558305680806,Tarpon,MCS
0.4384219491415601,Tarpon,MCS
0.07070603619367141,Tarpon,MCS
1.2434627592895455,Tarpon,MCS
0.11585641809731118,Tarpon,MCS
0.08045269839118743,Tarpon,MCS
1.2220077921116725,Tarpon,MCS
1.8032903563577185,Tarpon,MCS
2.35155225569694,Tarpon,MCS
3.2406749111642585,Tarpon,MCS
1.8128597003304938,Tarpon,MCS
1.947609778154937,Tarpon,MCS
0.35563614045229175,Tarpon,MCS
1.149570185803496,Tarpon,MCS
0.29750028480728646,Tarpon,MCS
0.49021189498265944,Tarpon,MCS
0.5181299019917289,Tarpon,MCS
1.2767926458891379,Tarpon,MCS
2.499892592117492,Tarpon,MCS
0.214531940053841,Tarpon,MCS
0.8618085560553016,Tarpon,MCS
1.8879203864692153,Tarpon,MCS
0.12867225717405387,Tarpon,MCS
0.05401802482154142,Tarpon,MCS
0.08230716651111702,Tarpon,MCS
2.9489446769217165,Tarpon,MCS
0.9591407683743312,Tarpon,MCS
0.1826970228064695,Tarpon,MCS
2.098595152735446,Tarpon,MCS
0.1322771406587489,Tarpon,MCS
0.5811483338263898,Tarpon,MCS
0.22836842403832114,Tarpon,MCS
1.3927243134707845,Tarpon,MCS
0.15625925868430926,Tarpon,MCS
0.37401530112291054,Tarpon,MCS
0.16376481011600735,Tarpon,MCS
1.983128889636573,Tarpon,MCS
1.184673253856442,Tarpon,MCS
1.2243828910393393,Tarpon,MCS
1.1931871785484358,Tarpon,MCS
0.11269602758678804,Tarpon,MCS
1.737046756432108,Tarpon,MCS
1.645298264905085,Tarpon,MCS
0.2751607870064636,Tarpon,MCS
0.41072314770318935,Tarpon,MCS
3.817176654106411,Tarpon,MCS
0.19839931604419034,Tarpon,MCS
1.9397046926113297,Tarpon,MCS
0.27394283019687377,Tarpon,MCS
0.3797914407057192,Tarpon,MCS
0.29468046012108284,Tarpon,MCS
4.109949352896089,Tarpon,MCS
0.9437406562412727,Tarpon,MCS
1.4546324863478142,Tarpon,MCS
0.1647205406087152,Tarpon,MCS
1.6575718613311659,Tarpon,MCS
1.2880311216761227,Tarpon,MCS
0.11146484251755732,Tarpon,MCS
1.7988008081606208,Tarpon,MCS
2.333809880064542,Tarpon,MCS
0.26736564608933044,Tarpon,MCS
0.21673910686765557,Tarpon,MCS
2.998025662158762,Tarpon,MCS
0.5178676439893755,Tarpon,MCS
1.0285208235937815,Tarpon,MCS
3.1933982075155067,Tarpon,MCS
1.1514242362590494,Tarpon,MCS
0.9072896829670324,Tarpon,MCS
3.775938179590653,Tarpon,MCS
0.4840380629789557,Tarpon,MCS
2.2577527754239375,Tarpon,MCS
0.45892451634293824,Tarpon,MCS
0.966026383271212,Tarpon,MCS
0.1519487017736546,Tarpon,MCS
0.6463729083061664,Tarpon,MCS
0.42851214927127734,Tarpon,MCS
0.5065220278641325,Tarpon,MCS
0.21803505426380254,Tarpon,MCS
0.14297943752198938,Tarpon,MCS
0.33876171110236714,Tarpon,MCS
0.43396460472666626,Tarpon,MCS
2.3681917319373427,Tarpon,MCS
3.9067257572646303,Tarpon,MCS
1.2340150767000981,Tarpon,MCS
3.5090479686681073,Tarpon,MCS
4.837216392173246,Tarpon,MCS
0.29090967679617385,Tarpon,MCS
1.6775150067432854,Tarpon,MCS
1.0362604055421758,Tarpon,MCS
1.5755032985795394,Tarpon,MCS
2.139106356094931,Tarpon,MCS
0.060174484979983255,Tarpon,MCS
2.5219748169655465,Tarpon,MCS
3.6870824096716284,Tarpon,MCS
0.3464061010049952,Tarpon,MCS
3.42004534218127,Tarpon,MCS
1.242842271651412,Tarpon,MCS
1.0072270272218427,Tarpon,MCS
1.238755214179849,Tarpon,MCS
3.4396526376500955,Tarpon,MCS
